trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.6, 'e': 0.1585001086779083}",30,13,29.269320533369523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.6, 'e': 0.15818342524954201}",25,20,7.7730238206158315,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.6, 'e': 0.1578673745550876}",25,11,12.799403060888745,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.6, 'e': 0.15755195533034191}",30,16,5.674554619955995,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
924,False,"{'a': 0.6, 'e': 0.1572371663136276}",25,8,3.353350055260388,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
925,False,"{'a': 0.6, 'e': 0.1569230062457882}",30,23,13.744887772854183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.6, 'e': 0.156609473870183}",20,8,-59.37992538183202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
927,False,"{'a': 0.6, 'e': 0.15629656793268212}",20,5,28.625739853795057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.6, 'e': 0.15598428718166135}",25,17,-27.255182617476652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
929,False,"{'a': 0.6, 'e': 0.1556726303679973}",25,17,15.151290889428346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.6, 'e': 0.15536159624506227}",25,12,12.950963571362925,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.6, 'e': 0.15505118356871936}",20,12,15.364711385844224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.6, 'e': 0.1547413910973175}",20,0,8.67236852637798,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
933,False,"{'a': 0.6, 'e': 0.15443221759168632}",25,6,11.787617691471192,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.6, 'e': 0.1541236618151314}",20,1,27.996997122815813,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.6, 'e': 0.15381572253342926}",20,3,24.126127851030695,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.6, 'e': 0.15350839851482234}",30,19,19.43622782924829,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.6, 'e': 0.15320168853001417}",25,15,9.406190946377833,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.6, 'e': 0.15289559135216438}",20,13,14.050549165778941,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.6, 'e': 0.15259010575688386}",20,8,21.27857589638039,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.6, 'e': 0.1522852305222298}",20,2,-28.94587449321786,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
941,False,"{'a': 0.6, 'e': 0.1519809644287009}",30,11,29.10504411080432,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.6, 'e': 0.15167730625923234}",20,6,19.729667417292838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.6, 'e': 0.1513742547991911}",30,4,-16.468380116068335,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
944,False,"{'a': 0.6, 'e': 0.15107180883637084}",30,20,17.743045350901255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.6, 'e': 0.15076996716098734}",30,19,23.58314096192986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.6, 'e': 0.15046872856567356}",20,13,0.48632096929624913,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.6, 'e': 0.15016809184547464}",20,12,14.406609405683536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.6, 'e': 0.14986805579784332}",25,12,-41.9319552239413,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
949,False,"{'a': 0.6, 'e': 0.14956861922263504}",25,20,11.163475453778803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.6, 'e': 0.14926978092210305}",20,15,6.129065195554867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.6, 'e': 0.1489715397008938}",20,9,14.245940651634031,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.6, 'e': 0.14867389436604195}",20,14,9.23580177826107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.6, 'e': 0.14837684372696583}",30,20,19.640649626160695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.6, 'e': 0.14808038659546244}",20,7,8.775440840391473,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.6, 'e': 0.14778452178570287}",20,11,-1.4697631465342933,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
956,False,"{'a': 0.6, 'e': 0.14748924811422748}",20,0,16.111850266915276,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
957,False,"{'a': 0.6, 'e': 0.14719456439994122}",30,19,21.02620967157689,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.6, 'e': 0.1469004694641088}",20,14,12.673602906251583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.6, 'e': 0.14660696213035015}",25,2,-19.37246958220096,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
960,False,"{'a': 0.6, 'e': 0.14631404122463545}",20,13,14.937775354533297,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.6, 'e': 0.14602170557528074}",20,15,8.201386795641934,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.6, 'e': 0.14572995401294303}",25,20,8.53102745169876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.6, 'e': 0.1454387853706157}",30,10,-40.83872663636001,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
964,False,"{'a': 0.6, 'e': 0.14514819848362373}",20,2,-55.31231586891495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
965,False,"{'a': 0.6, 'e': 0.14485819218961926}",20,14,14.151430038124637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.6, 'e': 0.14456876532857668}",25,20,10.084789730519422,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.6, 'e': 0.14427991674278817}",35,11,30.17329711217844,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
968,False,"{'a': 0.6, 'e': 0.143991645276859}",35,19,23.858073079327717,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.6, 'e': 0.14370394977770293}",20,0,30.183056070496885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
970,False,"{'a': 0.6, 'e': 0.14341682909453757}",25,17,14.51844750295935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.6, 'e': 0.14313028207887982}",20,14,10.508332960366982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.6, 'e': 0.14284430758454122}",20,8,19.967864613219874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.6, 'e': 0.14255890446762343}",20,13,14.5257926815147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.6, 'e': 0.1422740715865136}",20,0,16.478464825471004,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
975,False,"{'a': 0.6, 'e': 0.14198980780187978}",20,6,26.46419151026015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.6, 'e': 0.1417061119766665}",20,3,22.942055826288414,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.6, 'e': 0.14142298297609007}",20,0,10.203327130954499,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
978,False,"{'a': 0.6, 'e': 0.1411404196676341}",30,9,39.6177786462988,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.6, 'e': 0.140858420921045}",25,18,4.379003524124842,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.6, 'e': 0.1405769856083274}",30,20,19.225986237019846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.6, 'e': 0.14029611260373964}",20,9,-48.27983390716779,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
982,False,"{'a': 0.6, 'e': 0.1400158007837894}",20,10,11.87717025104011,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.6, 'e': 0.13973604902722894}",30,17,18.759332631663614,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.6, 'e': 0.13945685621505094}",35,21,24.430173371907753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.6, 'e': 0.13917822123048373}",20,9,25.057413695515613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.6, 'e': 0.138900142958987}",30,16,23.342310116364555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.6, 'e': 0.13862262028824732}",30,5,33.300282061609494,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.6, 'e': 0.13834565210817362}",20,9,13.230303358913874,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.6, 'e': 0.13806923731089282}",35,13,-8.88540779550778,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
990,False,"{'a': 0.6, 'e': 0.13779337479074535}",25,12,-29.74970919201111,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
991,False,"{'a': 0.6, 'e': 0.13751806344428075}",20,6,-47.957765522365754,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
992,False,"{'a': 0.6, 'e': 0.13724330217025332}",30,1,20.81380723711771,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
993,False,"{'a': 0.6, 'e': 0.13696908986961753}",20,7,22.794817611088703,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.6, 'e': 0.13669542544552385}",20,2,-32.298113523055896,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
995,False,"{'a': 0.6, 'e': 0.13642230780331424}",25,11,25.780824353772783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.6, 'e': 0.1361497358505177}",20,13,10.665143784021838,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.6, 'e': 0.13587770849684613}",20,8,9.862862497464244,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.6, 'e': 0.1356062246541897}",25,7,2.098657243876538,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
999,False,"{'a': 0.6, 'e': 0.1353352832366127}",20,0,19.44094753394669,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1000,False,"{'a': 0.6, 'e': 0.13506488316034906}",20,15,9.087603318055475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.6, 'e': 0.1347950233437982}",25,7,-48.01298549686238,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1002,False,"{'a': 0.6, 'e': 0.1345257027075204}",20,16,6.001931648947683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.6, 'e': 0.13425692017423285}",20,15,8.986700138875712,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.6, 'e': 0.13398867466880493}",20,8,22.525079442766724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.6, 'e': 0.1337209651182544}",20,10,18.46097665008075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.6, 'e': 0.1334537904517426}",25,19,12.73433348354104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.6, 'e': 0.1331871496005706}",30,13,20.141362223687672,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.6, 'e': 0.13292104149817452}",20,3,6.388916650719498,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1009,False,"{'a': 0.6, 'e': 0.13265546508012172}",30,5,24.125400614295224,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.6, 'e': 0.13239041928410605}",25,19,11.839985556664821,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.6, 'e': 0.1321259030499441}",20,12,5.668393349342129,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.6, 'e': 0.13186191531957048}",25,2,27.561043882169454,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.6, 'e': 0.131598455037034}",20,3,23.60894705246855,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.6, 'e': 0.13133552114849303}",20,10,22.35493923631722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.6, 'e': 0.13107311260221188}",35,16,33.585066496364405,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.6, 'e': 0.13081122834855582}",20,12,17.305259902361797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.6, 'e': 0.13054986733998764}",20,5,-25.88096953643748,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1018,False,"{'a': 0.6, 'e': 0.13028902853106283}",30,7,-37.1942509890074,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
1019,False,"{'a': 0.6, 'e': 0.1300287108784259}",20,11,15.583406238370893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.6, 'e': 0.1297689133408058}",25,18,-7.514322978960142,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1021,False,"{'a': 0.6, 'e': 0.12950963487901218}",25,0,39.61659609766185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1022,False,"{'a': 0.6, 'e': 0.12925087445593067}",30,15,15.440883533990446,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.6, 'e': 0.1289926310365194}",25,10,9.976647728004707,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1024,False,"{'a': 0.6, 'e': 0.12873490358780423}",20,11,19.747769026836774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.6, 'e': 0.12847769107887502}",25,2,7.373586089395617,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.6, 'e': 0.1282209924808815}",25,11,23.246296816893448,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.6, 'e': 0.1279648067670288}",25,9,25.123444937907678,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.6, 'e': 0.12770913291257383}",30,16,24.705324386081777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.6, 'e': 0.12745396989482075}",20,0,-7.033879294438732,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1030,False,"{'a': 0.6, 'e': 0.1271993166931172}",25,8,0.8694572934898352,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1031,False,"{'a': 0.6, 'e': 0.12694517228885002}",35,23,13.508606204642298,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.6, 'e': 0.1266915356654413}",25,7,8.390944288893708,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1033,False,"{'a': 0.6, 'e': 0.1264384058083441}",20,10,-7.4256279597474375,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1034,False,"{'a': 0.6, 'e': 0.12618578170503877}",20,2,29.41186852767315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.6, 'e': 0.12593366234502845}",30,4,27.272288217032834,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.6, 'e': 0.1256820467198355}",20,7,12.164624086822698,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.6, 'e': 0.12543093382299692}",20,16,9.16191193999001,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.6, 'e': 0.12518032265006093}",20,0,32.71302116546708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1039,False,"{'a': 0.6, 'e': 0.12493021219858241}",20,8,22.46230780911866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.6, 'e': 0.12468060146811931}",30,17,23.802516277643846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.6, 'e': 0.12443148946022826}",20,14,10.655016995609419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.6, 'e': 0.12418287517846102}",20,13,15.182984887178293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.6, 'e': 0.12393475762836002}",20,9,-32.82968733495455,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1044,False,"{'a': 0.6, 'e': 0.12368713581745483}",20,12,2.132554087283235,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.6, 'e': 0.12344000875525778}",30,13,24.54719972427305,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1046,False,"{'a': 0.6, 'e': 0.12319337545326038}",20,11,18.72632699107066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.6, 'e': 0.122947234924929}",20,0,-10.248316664319358,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1048,False,"{'a': 0.6, 'e': 0.1227015861857013}",25,14,-4.822503559614735,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1049,False,"{'a': 0.6, 'e': 0.1224564282529819}",30,22,15.984589911632668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.6, 'e': 0.12221176014613884}",20,1,23.425188854265283,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.6, 'e': 0.12196758088649925}",20,0,2.7160058016238655,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1052,False,"{'a': 0.6, 'e': 0.12172388949734589}",20,14,12.230680984946106,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.6, 'e': 0.12148068500391276}",20,9,0.9922552782390834,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.6, 'e': 0.12123796643338168}",20,15,2.908777627781995,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.6, 'e': 0.12099573281487792}",20,6,21.317662321234543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.6, 'e': 0.12075398317946681}",20,2,28.516853395753305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.6, 'e': 0.12051271656014938}",20,16,7.536458526453116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.6, 'e': 0.12027193199185891}",20,11,10.061061893409713,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.6, 'e': 0.12003162851145673}",25,15,18.095306010125903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.6, 'e': 0.11979180515772868}",20,6,10.206086832445383,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1061,False,"{'a': 0.6, 'e': 0.11955246097138093}",25,9,28.942851143446795,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.6, 'e': 0.11931359499503652}",20,8,18.707306143719126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.6, 'e': 0.11907520627323114}",25,0,30.78408627318718,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1064,False,"{'a': 0.6, 'e': 0.11883729385240965}",20,14,13.160146482874659,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.6, 'e': 0.11859985678092198}",20,9,18.24370594792617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.6, 'e': 0.11836289410901962}",25,0,23.943731603311292,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1067,False,"{'a': 0.6, 'e': 0.11812640488885146}",20,10,19.15922565744096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.6, 'e': 0.1178903881744604}",25,10,27.263687085923006,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.6, 'e': 0.11765484302177918}",30,22,2.5050645968586776,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1070,False,"{'a': 0.6, 'e': 0.11741976848862698}",25,12,20.719013763582602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.6, 'e': 0.11718516363470523}",25,6,22.018268305848935,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1072,False,"{'a': 0.6, 'e': 0.11695102752159432}",20,11,0.47864743773128593,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1073,False,"{'a': 0.6, 'e': 0.11671735921274938}",25,14,22.71668594798293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.6, 'e': 0.11648415777349697}",20,15,-32.305761695669304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1075,False,"{'a': 0.6, 'e': 0.11625142227103091}",20,1,-59.11052492308725,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1076,False,"{'a': 0.6, 'e': 0.116019151774409}",20,1,11.742970750227498,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1077,False,"{'a': 0.6, 'e': 0.1157873453545488}",20,13,14.608482324241074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.6, 'e': 0.11555600208422448}",20,5,22.565620602047687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.6, 'e': 0.11532512103806251}",25,14,9.982341730365114,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.6, 'e': 0.11509470129253851}",35,13,36.4564097509167,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.6, 'e': 0.11486474192597308}",25,9,-31.338567127157667,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1082,False,"{'a': 0.6, 'e': 0.11463524201852858}",25,19,11.00771491368954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.6, 'e': 0.11440620065220493}",20,0,-20.479352362427512,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1084,False,"{'a': 0.6, 'e': 0.1141776169108365}",20,0,20.996819850813775,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1085,False,"{'a': 0.6, 'e': 0.11394948988008788}",25,8,27.74042820005927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.6, 'e': 0.11372181864745078}",20,9,-4.945945647048671,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1087,False,"{'a': 0.6, 'e': 0.11349460230223983}",35,20,23.7708281760384,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.6, 'e': 0.11326783993558948}",20,10,19.72400924697491,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.6, 'e': 0.11304153064044985}",30,21,16.41491849196768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.6, 'e': 0.11281567351158354}",30,7,39.14900744400105,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.6, 'e': 0.11259026764556165}",25,19,11.5385842987554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.6, 'e': 0.11236531214076052}",30,12,18.216180619544513,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.6, 'e': 0.11214080609735771}",20,2,26.73215082530432,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.6, 'e': 0.11191674861732888}",25,17,1.1746679632089083,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.6, 'e': 0.11169313880444368}",20,0,33.19606098889937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1096,False,"{'a': 0.6, 'e': 0.11146997576426268}",20,15,4.40160777661673,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.6, 'e': 0.1112472586041333}",20,15,7.887956574865991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.6, 'e': 0.11102498643318673}",30,20,-29.522828143791287,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1099,False,"{'a': 0.6, 'e': 0.11080315836233387}",25,8,-16.219537154735956,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1100,False,"{'a': 0.6, 'e': 0.11058177350426224}",20,12,12.314739670129894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.6, 'e': 0.11036083097343202}",20,0,27.694090211817276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1102,False,"{'a': 0.6, 'e': 0.1101403298860729}",35,20,25.502891632780205,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.6, 'e': 0.10992026936018012}",25,9,-19.71324720163585,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
