trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.6, 'e': 0.33220600682924445}",20,0,-49.150870568128276,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
551,False,"{'a': 0.6, 'e': 0.3315422587848797}",25,15,17.696036553469444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.6, 'e': 0.33087983690999206}",20,2,12.964451461322156,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.6, 'e': 0.3302187385548933}",20,15,9.556520960635998,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.6, 'e': 0.32955896107518906}",25,10,-38.48610429981382,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
555,False,"{'a': 0.6, 'e': 0.3289005018317685}",25,17,13.937579563940533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.6, 'e': 0.32824335819079375}",20,9,-6.390904227774218,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.6, 'e': 0.3275875275236895}",20,0,-18.579412519854518,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
558,False,"{'a': 0.6, 'e': 0.3269330072071321}",30,5,-14.9387117581286,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",1
559,False,"{'a': 0.6, 'e': 0.32627979462303947}",30,21,9.37251079925771,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.6, 'e': 0.32562788715856034}",25,14,-5.34254422746048,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.6, 'e': 0.324977282206064}",25,0,-3.4130323189280105,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
562,False,"{'a': 0.6, 'e': 0.3243279771631298}",25,10,-20.974635764883867,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
563,False,"{'a': 0.6, 'e': 0.3236799694325367}",25,7,15.952853234306787,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.6, 'e': 0.3230332564222529}",25,0,5.773261856347645,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
565,False,"{'a': 0.6, 'e': 0.3223878355454255}",30,7,-41.28288200428651,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
566,False,"{'a': 0.6, 'e': 0.32174370422037013}",35,23,23.35696191408503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.6, 'e': 0.32110085987056064}",35,21,14.607532124377602,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.6, 'e': 0.32045929992461875}",25,12,-19.94496189761732,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
569,False,"{'a': 0.6, 'e': 0.31981902181630384}",20,7,-50.05319893180298,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
570,False,"{'a': 0.6, 'e': 0.31918002298450265}",35,14,-30.5672670715764,"{0: 16, 1: 2, 2: 1, 3: 2, 4: 0}",1
571,False,"{'a': 0.6, 'e': 0.31854230087321894}",35,0,24.060192650845156,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
572,False,"{'a': 0.6, 'e': 0.3179058529315635}",25,11,17.437469328968895,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6, 'e': 0.3172706766137436}",25,17,-3.544529742953703,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
574,False,"{'a': 0.6, 'e': 0.31663676937905316}",20,3,-15.010215489358256,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
575,False,"{'a': 0.6, 'e': 0.31600412869186245}",20,0,27.793885815338413,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.6, 'e': 0.31537275202160797}",20,6,6.041155860880208,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.6, 'e': 0.3147426368427819}",25,17,17.06273968836273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.6, 'e': 0.31411378063492296}",20,3,-6.515029621240056,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
579,False,"{'a': 0.6, 'e': 0.3134861808826053}",20,2,-32.529999910672466,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
580,False,"{'a': 0.6, 'e': 0.3128598350754292}",20,9,12.307362874999404,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.6, 'e': 0.31223474070801055}",25,2,-19.011638495945043,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.6, 'e': 0.31161089527997105}",30,16,-57.35011681551386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
583,False,"{'a': 0.6, 'e': 0.3109882962959281}",20,12,6.513300370849188,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.6, 'e': 0.31036694126548503}",20,0,22.21134311469864,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.6, 'e': 0.3097468277032208}",20,15,10.851083782498403,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.6, 'e': 0.3091279531286804}",20,11,2.952466921179321,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.6, 'e': 0.3085103150663647}",25,3,4.725077493785788,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.6, 'e': 0.3078939110457206}",25,5,-23.93123244356252,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
589,False,"{'a': 0.6, 'e': 0.30727873860113125}",25,5,8.50613979068248,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.6, 'e': 0.306664795271906}",30,18,20.48768712174192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.6, 'e': 0.3060520786022707}",30,0,-90.21029731967653,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",1
592,False,"{'a': 0.6, 'e': 0.3054405861413579}",20,13,4.887014821387497,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.6, 'e': 0.30483031544319683}",25,11,-32.771994409732976,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
594,False,"{'a': 0.6, 'e': 0.3042212640667041}",25,0,-29.226490963312138,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
595,False,"{'a': 0.6, 'e': 0.30361342957567317}",25,10,-28.337010022851842,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
596,False,"{'a': 0.6, 'e': 0.3030068095387654}",25,5,-10.309144959867654,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",1
597,False,"{'a': 0.6, 'e': 0.3024014015294998}",20,9,-6.357268957025508,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
598,False,"{'a': 0.6, 'e': 0.3017972031262435}",35,0,35.70600333298437,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
599,False,"{'a': 0.6, 'e': 0.30119421191220214}",20,0,4.7643764951409455,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
600,False,"{'a': 0.6, 'e': 0.30059242547541}",20,2,13.619375506270039,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.6, 'e': 0.2999918414087205}",25,5,8.906581742552568,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
602,False,"{'a': 0.6, 'e': 0.2993924573097967}",30,8,-6.612129155422866,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.6, 'e': 0.29879427078110127}",30,14,14.337408241839565,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.6, 'e': 0.2981972794298874}",25,10,18.897607738060422,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.6, 'e': 0.29760148086818883}",20,5,-0.2574201767304929,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.6, 'e': 0.2970068727128105}",25,10,-67.13458353563864,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
607,False,"{'a': 0.6, 'e': 0.2964134525853191}",25,18,-0.977855847323283,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.6, 'e': 0.2958212181120332}",30,8,1.9062913145999452,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
609,False,"{'a': 0.6, 'e': 0.2952301669240142}",20,0,17.7445234555637,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.6, 'e': 0.29464029665705654}",20,0,-65.43314114810963,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
611,False,"{'a': 0.6, 'e': 0.29405160495167837}",20,10,-43.53615383431446,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
612,False,"{'a': 0.6, 'e': 0.2934640894531121}",25,3,-9.681602053031176,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
613,False,"{'a': 0.6, 'e': 0.2928777478112949}",20,6,-40.915672849966015,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
614,False,"{'a': 0.6, 'e': 0.2922925776808594}",20,6,-10.464871489684453,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
615,False,"{'a': 0.6, 'e': 0.2917085767211244}",20,3,-11.855160710109113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
616,False,"{'a': 0.6, 'e': 0.2911257425960852}",25,12,-83.41616357321341,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 2}",1
617,False,"{'a': 0.6, 'e': 0.2905440729744046}",25,19,3.7749702083896164,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.6, 'e': 0.2899635655294032}",30,17,-51.355353711238,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
619,False,"{'a': 0.6, 'e': 0.2893842179390506}",20,6,2.08048967964603,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.6, 'e': 0.28880602788595566}",20,13,-42.246904210033264,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
621,False,"{'a': 0.6, 'e': 0.2882289930573573}",25,13,15.455579353670409,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.6, 'e': 0.2876531111451154}",20,15,8.812072635749816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.6, 'e': 0.28707837984570167}",25,0,5.976401485478614,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
624,False,"{'a': 0.6, 'e': 0.2865047968601901}",25,17,15.499199920539558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.6, 'e': 0.285932359894248}",20,3,22.545632831876695,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.6, 'e': 0.28536106665812666}",25,3,26.38389216625533,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.6, 'e': 0.2847909148666525}",35,24,18.884987438751885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.6, 'e': 0.28422190223921745}",30,20,3.990438094391597,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.6, 'e': 0.2836540264997704}",25,10,15.30649503151833,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.6, 'e': 0.2830872853768075}",20,3,2.0301240375132865,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
631,False,"{'a': 0.6, 'e': 0.2825216766033636}",25,13,13.116345315240707,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.6, 'e': 0.28195719791700274}",20,2,-37.309243791528395,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
633,False,"{'a': 0.6, 'e': 0.2813938470598095}",20,16,9.70640227042541,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.6, 'e': 0.2808316217783798}",20,9,6.817727412143722,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.6, 'e': 0.28027051982381157}",20,9,22.921251536146837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.6, 'e': 0.27971053895169634}",35,19,23.125861342521425,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.6, 'e': 0.27915167692210985}",30,16,17.362666645353602,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.6, 'e': 0.27859393149960326}",20,2,9.561011113849009,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.6, 'e': 0.27803730045319414}",20,5,25.802936854250856,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.6, 'e': 0.2774817815563575}",35,10,-83.88902475462906,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",1
641,False,"{'a': 0.6, 'e': 0.2769273725870171}",20,16,9.258355863051415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.6, 'e': 0.27637407132753633}",25,11,8.127192188729396,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.6, 'e': 0.27582187556470933}",20,15,-13.130599088518208,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
644,False,"{'a': 0.6, 'e': 0.27527078308975234}",20,9,0.45127577205856184,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.6, 'e': 0.2747207916982947}",35,17,-46.099606623352514,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
646,False,"{'a': 0.6, 'e': 0.2741718991903702}",20,6,21.87767849580762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.6, 'e': 0.27362410337040804}",20,7,11.712022869072438,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.6, 'e': 0.2730774020472242}",20,11,-12.00394214747709,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
649,False,"{'a': 0.6, 'e': 0.2725317930340126}",20,7,0.8750918890731851,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.6, 'e': 0.2719872741483365}",25,14,-35.848244318854945,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.6, 'e': 0.27144384321211973}",35,17,25.392893595252552,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.6, 'e': 0.27090149805163766}",25,10,-26.874204517510567,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
653,False,"{'a': 0.6, 'e': 0.270360236497509}",25,0,-1.9097674081293494,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
654,False,"{'a': 0.6, 'e': 0.2698200563846868}",20,5,1.169500054494865,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.6, 'e': 0.26928095555244996}",20,5,4.184627603120153,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
656,False,"{'a': 0.6, 'e': 0.26874293184439435}",20,0,-4.0284045686134275,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
657,False,"{'a': 0.6, 'e': 0.2682059831084244}",20,10,3.831283710921358,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.6, 'e': 0.26767010719674456}",20,14,5.696997821563821,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.6, 'e': 0.26713530196585034}",30,17,4.7124152019904155,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.6, 'e': 0.2666015652765202}",25,0,16.542836136463958,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
661,False,"{'a': 0.6, 'e': 0.26606889499380665}",25,2,-18.869180411454288,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
662,False,"{'a': 0.6, 'e': 0.2655372889870278}",20,2,28.028245131898075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.6, 'e': 0.2650067451297589}",25,18,1.195839583428488,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.6, 'e': 0.26447726129982396}",25,0,6.137058776166231,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
665,False,"{'a': 0.6, 'e': 0.2639488353792868}",20,9,10.642378550998671,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.6, 'e': 0.2634214652544431}",20,12,7.39278463759409,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.6, 'e': 0.26289514881581166}",30,13,-37.978135711972136,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
668,False,"{'a': 0.6, 'e': 0.262369883958126}",20,6,-43.64622821249491,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
669,False,"{'a': 0.6, 'e': 0.261845668580326}",20,3,14.851476194152603,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.6, 'e': 0.2613225005855494}",20,7,-0.6430531744461518,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.6, 'e': 0.26080037788112365}",20,4,5.197146880126532,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.6, 'e': 0.2602792983785571}",20,0,1.2822457217611518,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
673,False,"{'a': 0.6, 'e': 0.2597592599935311}",20,14,11.119439265977428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.6, 'e': 0.2592402606458915}",20,0,-5.332576995759116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
675,False,"{'a': 0.6, 'e': 0.25872229825964005}",20,0,18.540752862498316,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
676,False,"{'a': 0.6, 'e': 0.25820537076292666}",20,2,-108.11393234073199,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
677,False,"{'a': 0.6, 'e': 0.25768947608804055}",20,8,20.114682941814085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 0.2571746121714024}",30,12,-52.56113528152255,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 0}",1
679,False,"{'a': 0.6, 'e': 0.2566607769535559}",20,1,-40.760341307195844,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 0}",1
680,False,"{'a': 0.6, 'e': 0.2561479683791593}",20,9,0.8065000814827081,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.6, 'e': 0.25563618439697783}",20,9,-14.860748403330158,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
682,False,"{'a': 0.6, 'e': 0.2551254229598748}",25,13,-18.27021961505837,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
683,False,"{'a': 0.6, 'e': 0.2546156820248037}",25,3,-52.598494612771894,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
684,False,"{'a': 0.6, 'e': 0.25410695955280027}",25,2,1.5666670724456675,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
685,False,"{'a': 0.6, 'e': 0.25359925350897383}",35,17,-30.184559902529767,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
686,False,"{'a': 0.6, 'e': 0.25309256186249957}",25,0,-91.00216922579887,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
687,False,"{'a': 0.6, 'e': 0.2525868825866102}",20,15,10.42699520524721,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.6, 'e': 0.25208221365858796}",20,4,8.267433023332412,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.6, 'e': 0.25157855305975646}",25,15,14.629706691796892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.6, 'e': 0.25107589877547265}",30,23,10.643846139855686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.6, 'e': 0.25057424879511875}",25,17,14.105949965993986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.6, 'e': 0.2500736011120941}",20,10,19.039689764324375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.6, 'e': 0.24957395372380728}",25,16,17.58228782027689,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.6, 'e': 0.24907530463166816}",20,0,-48.021581628932445,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
695,False,"{'a': 0.6, 'e': 0.24857765184107966}",25,12,-46.13823974495455,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
696,False,"{'a': 0.6, 'e': 0.24808099336142997}",30,7,-38.612790366552936,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
697,False,"{'a': 0.6, 'e': 0.2475853272060845}",25,11,3.269569124965441,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.6, 'e': 0.24709065139237796}",20,6,-41.39629742196183,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
699,False,"{'a': 0.6, 'e': 0.24659696394160643}",25,13,9.9712174263299,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.6, 'e': 0.2461042628790195}",20,0,31.19896838716458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
701,False,"{'a': 0.6, 'e': 0.2456125462338122}",25,2,-25.103897345900556,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.6, 'e': 0.24512181203911731}",30,20,19.60563605738458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.6, 'e': 0.2446320583319975}",30,19,21.94249896751059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.6, 'e': 0.2441432831534371}",20,5,7.895492190631296,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.6, 'e': 0.24365548454833486}",25,18,10.696566421039115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.6, 'e': 0.24316866056549566}",20,15,-3.5868218054056924,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.6, 'e': 0.24268280925762298}",20,7,21.83158713179326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.6, 'e': 0.2421979286813109}",25,13,8.578878983821099,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.6, 'e': 0.24171401689703645}",20,3,17.582377159672575,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.6, 'e': 0.24123107196915192}",20,0,8.854027118817042,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
711,False,"{'a': 0.6, 'e': 0.24074909196587688}",25,9,13.584686063300616,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.6, 'e': 0.2402680749592907}",25,7,29.288369681738363,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.6, 'e': 0.2397880190253247}",25,18,14.682956797366993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.6, 'e': 0.23930892224375455}",35,0,11.06761111052697,"{0: 31, 1: 2, 2: 2, 3: 0, 4: 0}",0
715,False,"{'a': 0.6, 'e': 0.23883078269819244}",20,5,-21.601322122899496,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
716,False,"{'a': 0.6, 'e': 0.23835359847607956}",25,0,-58.29116632467378,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
717,False,"{'a': 0.6, 'e': 0.2378773676686784}",30,10,8.74094929607758,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.6, 'e': 0.23740208837106508}",20,0,-8.632275344279538,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
719,False,"{'a': 0.6, 'e': 0.23692775868212176}",20,9,10.783227372269012,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.6, 'e': 0.2364543767045291}",30,8,38.95624881404194,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.6, 'e': 0.23598194054475852}",25,14,-21.51426479553913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
722,False,"{'a': 0.6, 'e': 0.23551044831306475}",30,14,-14.337506483342604,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
723,False,"{'a': 0.6, 'e': 0.23503989812347828}",25,8,-24.572482131602744,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
724,False,"{'a': 0.6, 'e': 0.23457028809379765}",25,15,7.438491549642514,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.6, 'e': 0.2341016163455822}",25,15,6.455121467398531,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.6, 'e': 0.23363388100414423}",20,16,7.479270359186656,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.6, 'e': 0.2331670801985418}",20,6,-68.35537704966495,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
728,False,"{'a': 0.6, 'e': 0.23270121206157107}",20,5,-81.16125415001673,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
729,False,"{'a': 0.6, 'e': 0.23223627472975883}",20,8,-0.8729349548005771,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
730,False,"{'a': 0.6, 'e': 0.23177226634335515}",20,0,11.892067485952392,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.6, 'e': 0.23130918504632592}",25,0,10.062509734950988,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
732,False,"{'a': 0.6, 'e': 0.23084702898634524}",20,0,0.19509935887135688,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
733,False,"{'a': 0.6, 'e': 0.23038579631478834}",20,8,22.164527349398803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.6, 'e': 0.22992548518672384}",20,0,-71.6998485384523,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
